"observation_id","location_name","longitude","latitude","min","max","genus_name","species_name","trait_name","trait_class","value","standard_unit","value_type","methodology_name","reference_no"
2104,"Italy","13.8","41.8",145,157.3,"Amphiaulastrea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
2103,"Italy","13.8","41.8",145,157.3,"Amphiaulastrea","","Number of septa per corallite","Morphological","48","units","raw_value","Observation_field_or_laboratory",54
2177,"Bulgaria","22.75","42.84",132.9,139.8,"Amphiaulastrea","","Corallite width maximum","Morphological","10","mm","maximum","observation_laboratory",55
2104,"Italy","13.8","41.8",145,157.3,"Amphiaulastrea","","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",54
2368,"Switzerland","9","47",139.8,145,"Amphiaulastrea","","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",63
2368,"Switzerland","9","47",139.8,145,"Amphiaulastrea","","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",63
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",75
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Colony size","Morphological","50","mm","maximum","Observation_field_or_laboratory",75
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Colony size","Morphological","30","mm","minimum","Observation_field_or_laboratory",75
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Height","Morphological","30","mm","raw_value","Observation_field_or_laboratory",75
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Number of septa per corallite","Morphological","18","units","mean","Observation_field_or_laboratory",75
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Corallite width maximum","Morphological","4","mm","raw_value","Observation_field_or_laboratory",75
2592,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","minima","Corallite width minimum","Morphological","2.5","mm","raw_value","Observation_field_or_laboratory",75
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Height","Morphological","20","mm","raw_value","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Colony size","Morphological","100","mm","maximum","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Number of septa per corallite","Morphological","32","units","mean","Observation_field_or_laboratory",70
2459,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Corallite width maximum","Morphological","8.5","mm","maximum","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Corallite width minimum","Morphological","6","mm","minimum","Observation_field_or_laboratory",70
2459,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",70
2459,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Corallite width maximum","Morphological","9.5","mm","maximum","Observation_field_or_laboratory",70
2459,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Corallite width minimum","Morphological","7","mm","minimum","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Distance between centres of corallites","Morphological","7.75","mm","mean","Observation_field_or_laboratory",70
2459,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",70
2458,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
2459,"Switzerland","8.3","46.966667",120,125,"Amphiaulastrea","rarauensis","Colony size","Morphological","60","mm","maximum","Observation_field_or_laboratory",70
2591,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","suprema","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",75
2591,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","suprema","Corallite width minimum","Morphological","3","mm","raw_value","Observation_field_or_laboratory",75
2591,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","suprema","Corallite width maximum","Morphological","6.5","mm","raw_value","Observation_field_or_laboratory",75
2591,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","suprema","Number of septa per corallite","Morphological","24","units","raw_value","Observation_field_or_laboratory",75
2591,"Greece","22.468835","38.586501",100.5,113,"Amphiaulastrea","suprema","Number of septal cycles","Morphological","3","units","raw_value","Observation_field_or_laboratory",75
2121,"India","69.49","23.32",163.5,168.3,"Anabacia","acaulis","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",48
2121,"India","69.49","23.32",163.5,168.3,"Anabacia","acaulis","Number of septa per corallite","Morphological","75","units","raw_value","observation_laboratory",48
2122,"India","69.49","23.32",163.5,168.3,"Anabacia","acaulis","Height","Morphological","5.0","mm","raw_value","observation_laboratory",48
2122,"India","69.49","23.32",163.5,168.3,"Anabacia","acaulis","Number of septa per corallite","Morphological","76","units","raw_value","observation_laboratory",48
2122,"India","69.49","23.32",163.5,168.3,"Anabacia","acaulis","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",48
2121,"India","69.49","23.32",163.5,168.3,"Anabacia","acaulis","Height","Morphological","5.4","mm","raw_value","observation_laboratory",48
743,"Spain","-3.70256","40.4165",66,83.6,"Anisoria","vidali","Wall structure","Morphological","parathecal-septoparathecal","text","expert_opinion","Observation_field_or_laboratory",4
743,"Spain","-3.70256","40.4165",66,83.6,"Anisoria","vidali","Colony form","Morphological","meandroid","text","expert_opinion","Observation_field_or_laboratory",4
743,"Spain","-3.70256","40.4165",66,83.6,"Anisoria","vidali","Budding type","Reproductive","intracalicular","text","expert_opinion","Observation_field_or_laboratory",4
743,"Spain","-3.70256","40.4165",66,83.6,"Anisoria","vidali","Distance between centres of corallites","Morphological","2.5","mm","maximum","Observation_field_or_laboratory",4
743,"Spain","-3.70256","40.4165",66,83.6,"Anisoria","vidali","Columella structure","Morphological","absent or pseudo","text","expert_opinion","Observation_field_or_laboratory",4
743,"Spain","-3.70256","40.4165",66,83.6,"Anisoria","vidali","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Columella structure","Morphological","absent","text","expert_opinion","observation_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Budding type","Reproductive","intracalicular","text","expert_opinion","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Number of septa per corallite","Morphological","25","units","mean","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Number of septa per corallite","Morphological","26.5","units","mean","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Growth form","Morphological","columnar-platy-branching","text","expert_opinion","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Corallite width maximum","Morphological","3.0","mm","maximum","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Wall structure","Morphological","septothecal","text","expert_opinion","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Corallite width maximum","Morphological","3.0","mm","maximum","observation_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Budding type","Reproductive","intracalicular","text","expert_opinion","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Growth form","Morphological","columnar-platy-branching","text","expert_opinion","observation_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Corallite width","Morphological","2.5","mm","mean","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Wall structure","Morphological","septothecal","text","expert_opinion","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Wall structure","Morphological","septothecal","text","expert_opinion","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Columella structure","Morphological","absent","text","expert_opinion","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Corallite width minimum","Morphological","2.8","mm","minimum","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Columella structure","Morphological","absent","text","expert_opinion","observation_laboratory",15
1346,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Corallite width minimum","Morphological","2.5","mm","minimum","observation_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Growth form","Morphological","columnar-platy-branching","text","expert_opinion","observation_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1345,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Number of septa per corallite","Morphological","24","units","mean","observation_laboratory",15
1347,"Austria","13.87","47.46",201.3,208.5,"Anthostylis","acanthophora","Budding type","Reproductive","intracalicular","text","expert_opinion","observation_laboratory",15
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Columella structure","Morphological","lamellar","text","expert_opinion","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",2
61,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Corallite width maximum","Morphological","10","mm","maximum","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Wall structure","Morphological","parathecal","text","expert_opinion","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Corallite width minimum","Morphological","1.5","mm","minimum","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Corallite width maximum","Morphological","10","mm","maximum","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Colony form","Morphological","subplocoid","text","expert_opinion","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Zooxanthellate","Physiological","zooxanthellate","text","expert_opinion","Observation_field_or_laboratory",2
162,"North America","NULL","NULL",13.8,23,"Antiguastrea","","Budding type","Reproductive","extracalicular","text","expert_opinion","Observation_field_or_laboratory",2
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Number of septa per corallite","Morphological","32","units","mean","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Columella structure","Morphological","trabecular, weakly developed","text","expert_opinion","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Corallite width maximum","Morphological","5","mm","maximum","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Corallite width minimum","Morphological","2","mm","minimum","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Wall structure","Morphological","septothecal-septoparathecal","text","expert_opinion","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Colony form","Morphological","plocoid to subcerioid","text","expert_opinion","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Distance between centres of corallites","Morphological","6","mm","maximum","Observation_field_or_laboratory",11
815,"Global","NULL","NULL",5.3,72.1,"Antiguastrea","cellulosa","Number of septal cycles","Morphological","3.5","text","mean","Observation_field_or_laboratory",11
164,"North America","NULL","NULL",0,999,"Antillia","","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",2
71,"North America","NULL","NULL",0.8,13.8,"Antillia","","Corallite width minimum","Morphological","15","mm","minimum","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Corallite width minimum","Morphological","15","mm","minimum","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Colony form","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Budding type","Reproductive","none","text","expert_opinion","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Wall structure","Morphological","parathecal","text","expert_opinion","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Columella structure","Morphological","trabecular","text","expert_opinion","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Zooxanthellate","Physiological","zooxanthellate","text","expert_opinion","Observation_field_or_laboratory",2
164,"North America","NULL","NULL",0,999,"Antillia","","Wall structure","Morphological","septothecal","text","expert_opinion","Observation_field_or_laboratory",2
2571,"Mexico","-112.941272","26.672227",47.8,56,"Antillia","batequensis","Height","Morphological","34","mm","raw_value","Observation_field_or_laboratory",72
2571,"Mexico","-112.941272","26.672227",47.8,56,"Antillia","batequensis","Number of septa per corallite","Morphological","72","units","raw_value","Observation_field_or_laboratory",72
2571,"Mexico","-112.941272","26.672227",47.8,56,"Antillia","batequensis","Columella structure","Morphological","trabecular","text","expert_opinion","Observation_field_or_laboratory",72
2571,"Mexico","-112.941272","26.672227",47.8,56,"Antillia","batequensis","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",72
163,"North America","NULL","NULL",2.6,3.6,"Antillia","gregorii","Zooxanthellate","Physiological","zooxanthellate","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Wall structure","Morphological","parathecal","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Colony form","Morphological","septothecal","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Columella structure","Morphological","trabecular","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Zooxanthellate","Physiological","zooxanthellate","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Budding type","Reproductive","none","text","expert_opinion","Observation_field_or_laboratory",2
165,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Corallite width minimum","Morphological","15","mm","minimum","Observation_field_or_laboratory",2
82,"North America","NULL","NULL",0.8,23,"Antillophyllia","","Corallite width minimum","Morphological","15","mm","minimum","Observation_field_or_laboratory",2
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Corallite width minimum","Morphological","2","mm","minimum","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Corallite width maximum","Morphological","3","mm","maximum","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Colony form","Morphological","phaceloid","text","expert_opinion","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Distance between centres of corallites","Morphological","7","mm","mean","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Number of septal cycles","Morphological","3","units","raw_value","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Number of septa per corallite","Morphological","20","units","raw_value","Observation_field_or_laboratory",41
1623,"Poland","21","51.2",145,164.5,"Aplosmilia","","Columella structure","Morphological","thin, lamellar","text","expert_opinion","Observation_field_or_laboratory",41
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Corallite width minimum","Morphological","1.8","mm","minimum","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Wall structure","Morphological","septothecal","text","expert_opinion","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Colony form","Morphological","phaceloid","text","expert_opinion","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Number of septa per corallite","Morphological","32.5","units","mean","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Corallite width maximum","Morphological","2.3","mm","maximum","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Columella structure","Morphological","substyliform or missing","text","expert_opinion","Observation_field_or_laboratory",18
1309,"Slovenia","13.9632","45.9",182.7,190.8,"Apocladophyllia","gozdensis","Distance between centres of corallites","Morphological","4","mm","mean","Observation_field_or_laboratory",18
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Corallite width maximum","Morphological","18","mm","raw_value","Observation_field_or_laboratory",75
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Number of septal cycles","Morphological","4","units","raw_value","Observation_field_or_laboratory",75
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Corallite width minimum","Morphological","11","mm","raw_value","Observation_field_or_laboratory",75
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Number of septa per corallite","Morphological","45","units","mean","Observation_field_or_laboratory",75
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Colony form","Morphological","phacelo-dendroid","text","expert_opinion","Observation_field_or_laboratory",75
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",75
2620,"Greece","22.468835","38.586501",100.5,113,"Apocladophyllia","hackemesseri","Columella structure","Morphological","absent","text","expert_opinion","Observation_field_or_laboratory",75
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Number of septal cycles","Morphological","3","units","raw_value","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Wall structure","Morphological","septothecal","text","expert_opinion","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Distance between centres of corallites","Morphological","2","mm","minimum","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Corallite width maximum","Morphological","1.8","mm","raw_value","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Corallite width minimum","Morphological","1.3","mm","raw_value","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Distance between centres of corallites","Morphological","3","mm","maximum","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Colony form","Morphological","phaceloid","text","expert_opinion","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Number of septa per corallite","Morphological","18","units","mean","Observation_field_or_laboratory",74
2590,"Global","NULL","NULL",145,157.3,"Apocladophyllia","koniakensis","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Columella structure","Morphological","styliform","text","expert_opinion","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Colony form","Morphological","phaceloid","text","expert_opinion","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Number of septa per corallite","Morphological","36","units","mean","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Corallite width minimum","Morphological","2.7","mm","raw_value","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Corallite width maximum","Morphological","3.5","mm","raw_value","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Number of septal cycles","Morphological","4","units","expert_opinion","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Columella structure","Morphological","trabecular","text","expert_opinion","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Colony size","Morphological","26000","mm","raw_value","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",74
2589,"Poland","18.633211","49.748436",139.8,157.3,"Apocladophyllia","nowaki","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",74
1336,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Corallite width minimum","Morphological","20","mm","minimum","Observation_field_or_laboratory",19
1334,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Number of septa per corallite","Morphological","24","text","raw_value","Observation_field_or_laboratory",19
1334,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Corallite width","Morphological","20","mm","raw_value","Observation_field_or_laboratory",19
1336,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Corallite width maximum","Morphological","24","mm","maximum","Observation_field_or_laboratory",19
1334,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Height","Morphological","70","mm","raw_value","Observation_field_or_laboratory",19
1334,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",19
1335,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Height","Morphological","30","mm","minimum","Observation_field_or_laboratory",19
1336,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Number of septa per corallite","Morphological","28","units","raw_value","Observation_field_or_laboratory",19
1336,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",19
1335,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Corallite width","Morphological","22","mm","raw_value","Observation_field_or_laboratory",19
1335,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",19
1335,"Afghanistan","62.911004","34.279263",190.8,201.3,"Archaeosmilia","duncani","Number of septa per corallite","Morphological","25","units","raw_value","Observation_field_or_laboratory",19
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Wall structure","Morphological","thick, fibrous","text","expert_opinion","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Number of septal cycles","Morphological","4","units","raw_value","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Corallite width maximum","Morphological","9","mm","maximum","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Colony form","Morphological","phaceloid-dendroid","text","expert_opinion","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Columella structure","Morphological","absent","text","expert_opinion","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Corallite width minimum","Morphological","7","mm","minimum","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Budding type","Reproductive","extracalicular","text","expert_opinion","Observation_field_or_laboratory",17
1297,"Slovenia","14.471798","45.928371",190.8,201.3,"Archaeosmiliopsis","densus","Number of septa per corallite","Morphological","12","units","mean","Observation_field_or_laboratory",17
2453,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Corallite width minimum","Morphological","3","mm","minimum","observation_laboratory",68
2451,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Corallite width minimum","Morphological","3","mm","minimum","observation_laboratory",68
2449,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Number of septa per corallite","Morphological","24","units","raw_value","observation_laboratory",68
2453,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Number of septa per corallite","Morphological","24","units","raw_value","observation_laboratory",68
2452,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Number of septa per corallite","Morphological","24","units","raw_value","observation_laboratory",68
2450,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Corallite width minimum","Morphological","3","mm","minimum","observation_laboratory",68
2450,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Corallite width maximum","Morphological","5","mm","maximum","observation_laboratory",68
2449,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Corallite width minimum","Morphological","3","mm","minimum","observation_laboratory",68
2451,"United States","-145.27","62.53",38,47.8,"Petrophyllia","gardnerae","Number of septa per corallite","Morphological","24","units","raw_value","observation_laboratory",68
