"observation_id","location_name","longitude","latitude","min","max","genus_name","species_name","trait_name","trait_class","value","standard_unit","value_type","methodology_name","reference_no"
683,"Global","NULL","NULL",66,86.3,"Columactinastraea","pygmaea","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
684,"Global","NULL","NULL",66,83.6,"Columactinastraea","torallolensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
1726,"Iran","59.828889","36.175556",111,125,"Columactinastrea","torallolensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
1725,"Iran","59.828889","36.175556",111,125,"Columactinastrea","torallolensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
1724,"Iran","59.828889","36.175556",111,125,"Columactinastrea","torallolensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
851,"Global","NULL","NULL",66,83.6,"Columastraea","dubia","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
852,"Europe","NULL","NULL",66,93.9,"Columastrea","striata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
2699,"Germany","11.670876","47.637185",93.9,100.5,"Columellophora","","Coloniality","Morphological","hydnophoroid-cerioid","text","expert_opinion","Observation_field_or_laboratory",87
2698,"Germany","11.670876","47.637185",93.9,100.5,"Columellophora","velimensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",87
2244,"Bulgaria","22.75","42.84",132.9,139.8,"Columnaphyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2179,"Bulgaria","22.75","42.84",132.9,139.8,"Columnaphyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2245,"Bulgaria","22.75","42.84",132.9,139.8,"Columnaphyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2650,"Greece","22.468835","38.586501",100.5,113,"Columnocoenia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",75
1761,"Saudi Arabia","46.07","24.81",157.3,163.5,"Columnocoenia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",37
2430,"Spain","0.03","40",120,125,"Columnocoenia","aragonensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",66
837,"Europe","NULL","NULL",61.6,83.6,"Columnocoenia","arnaudi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
2649,"Greece","22.468835","38.586501",100.5,113,"Columnocoenia","bucovinensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",75
2378,"Ethiopia","13.7","39.5",157.3,163.5,"Columnocoenia","gemmans","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",64
838,"Ukraine","31.16558","48.379433",61.6,66,"Columnocoenia","katzi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
2648,"Greece","22.468835","38.586501",100.5,113,"Columnocoenia","ksiazkiewiczi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",75
2312,"Austria","9","47",139.8,145,"Columnocoenia","ksiazkiewiczi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
2474,"Switzerland","8.3","46.966667",120,125,"Columnocoenia","ksiazkiewiczi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
1510,"Saudi Arabia","45.15","25.65",163.5,166.1,"Columnocoenia","lamberti","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",31
1746,"Saudi Arabia","46.07","24.81",157.3,163.5,"Columnocoenia","safarratensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",37
1520,"Saudi Arabia","46.25","24.93",157.3,163.5,"Columnocoenia","safarratensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",32
1694,"Iran","52.03333300","33.06666700",100.5,145,"Columnoeoenia","ksiazkiewiczi","Coloniality","Morphological","colonial","text","expert_opinion","observation_field",42
2403,"Bulgaria","22.75","42.84",145,157.3,"Comophyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
1847,"Iran","59.828889","36.175556",111,125,"Comophyllia","polymorpha","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
2529,"France","5.14","43.69",125,129.4,"Comoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",73
2198,"Italy","13.8","41.8",145,157.3,"Comoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
2199,"Italy","13.8","41.8",145,157.3,"Comoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
2578,"Switzerland","8.3","46.966667",120,125,"Comoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
1664,"Poland","21","51.2",145,164.5,"Comoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
2528,"France","5.14","43.69",120,125,"Comoseris","aptiensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",73
2577,"Switzerland","8.3","46.966667",120,125,"Comoseris","bargyensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
2576,"Switzerland","8.3","46.966667",120,125,"Comoseris","bargyensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
2575,"Switzerland","8.3","46.966667",120,125,"Comoseris","bargyensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
2388,"Bulgaria","22.75","42.84",132.9,139.8,"Comoseris","bargyensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
1663,"Poland","21","51.2",145,164.5,"Comoseris","interrupta","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
2344,"Switzerland","9","47",139.8,145,"Comoseris","jireceki","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
2384,"Ethiopia","13.7","39.5",157.3,163.5,"Comoseris","meandrinoides","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",64
1849,"Iran","59.828889","36.175556",111,125,"Comoseris","meandrinoides","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
1660,"Poland","21","51.2",145,164.5,"Comoseris","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
1661,"Poland","21","51.2",145,164.5,"Comoseris","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
2225,"Poland","14.91","53.7688",152.1,157.3,"Comoseris","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",57
1662,"Poland","21","51.2",145,164.5,"Comoseris","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
2527,"France","5.14","43.69",125,129.4,"Comoseris","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",73
1790,"Iran","59.828889","36.175556",111,125,"Complexastraea","lobata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
1823,"Slovakia","18.11","49.02",157.3,163.5,"Complexastraeopsis","kouteki","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",47
2213,"Poland","14.91","53.7688",152.1,157.3,"Complexastraeopsis","lobata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",57
1822,"Slovakia","18.11","49.02",157.3,163.5,"Complexastrea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",47
2853,"Greece","21.74","40.32",93.9,100.5,"Complexastrea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",82
2887,"Jamaica","-77.004222","18.221778",129.4,132.9,"Complexastrea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",93
2428,"Spain","0.03","40",120,125,"Complexastrea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",66
1632,"Poland","21","51.2",145,164.5,"Complexastrea","burgundiae","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
1631,"Poland","21","51.2",145,164.5,"Complexastrea","burgundiae","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
1821,"Slovakia","18.11","49.02",157.3,163.5,"Complexastrea","carpathica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",47
1634,"Poland","21","51.2",145,164.5,"Complexastrea","dabroviensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
1993,"India","69.49","23.32",0,999,"Complexastrea","kachensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",48
2299,"Switzerland","9","47",139.8,145,"Complexastrea","lobata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
1633,"Poland","21","51.2",145,164.5,"Complexastrea","magna","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
2426,"Spain","0.03","40",120,125,"Complexastrea","multisepta","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",66
2427,"Spain","0.03","40",120,125,"Complexastrea","nobilis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",66
2298,"Switzerland","9","47",139.8,145,"Complexastrea","seriata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
2322,"Bulgaria","22.75","42.84",139.8,145,"Complexastrea","thevenini","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
1125,"Austria","13.6833","47.4667",208.5,228,"Conophyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",6
1124,"Austria","13.6833","47.4667",208.5,228,"Conophyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",6
1123,"Europe","NULL","NULL",208.5,235,"Conophyllia","hellenica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",6
1376,"Greece","23.45","37.33",228,235,"Conophyllia","hellenica","Coloniality","Morphological","solitary","text","expert_opinion","inferred",21
1188,"Austria","13.87","47.46",201.3,208.5,"Coryphyllia","elliptica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",15
1368,"Greece","23.45","37.33",208.5,235,"Coryphyllia","elliptica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",21
1414,"Austria","13.87","47.46",201.3,208.5,"Coryphyllina","rhaetica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",24
1110,"Austria","13.6833","47.4667",208.5,228,"Craspedophyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",6
1111,"Austria","13.6833\t","47.4667",208.5,228,"Craspedophyllia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",6
1395,"Japan","130.90","32.34",228,235,"Craspedophyllia","ramosa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",23
1464,"Timor","126.010922","8.513389",228,235,"Craspedophyllia","ramosa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",27
1462,"Timor","126.010922","8.513389",228,235,"Craspedophyllia","ramosa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",27
1463,"Timor","126.010922","8.513389",228,235,"Craspedophyllia","ramosa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",27
1377,"Greece","23.45","37.33",228,235,"Craspedosmilia","graeca","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",21
2953,"Iran","52.027778","33.091111",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
2957,"Iran","52.027778","33.069444",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
1263,"Austria","13.87","47.46",201.3,208.5,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
2959,"Iran","52.6575","33.091111",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
2954,"Iran","52.027778","33.069444",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
2956,"Iran","52.027778","33.069444",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
2952,"Iran","52.6575","33.091111",201.3,208.5,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
1264,"Austria","13.87","47.46",201.3,208.5,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
2955,"Iran","52.027778","33.069444",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
2958,"Iran","52.6575","33.091111",201.3,228,"Crassistella","juvavica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",95
1833,"Iran","59.828889","36.175556",111,125,"Craterastraea","crateriformis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
2056,"Tunisia","10.4","32.9",163.5,166.1,"Craterastraea","crateriformis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",52
2063,"India","69.49","23.32",163.5,168.3,"Craterastraea","crateriformis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",48
2055,"Tunisia","10.4","32.9",163.5,166.1,"Craterastraea","crateriformis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",52
2057,"Tunisia","10.4","32.9",163.5,166.1,"Craterastraea","crateriformis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",52
2008,"Austria","13.48","47.58",56,100.5,"Crinopora","ireneae","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",50
2009,"Austria","13.48","47.58",56,100.5,"Crinopora","ireneae","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",50
2010,"Austria","13.48","47.58",56,100.5,"Crinopora","thomasi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",50
2011,"Austria","13.48","47.58",56,100.5,"Crinopora","thomasi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",50
2399,"Spain","0.03","40",120,125,"Cryptocoenia","pygmaea","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",66
2376,"Ethiopia","13.7","39.5",157.3,163.5,"Cryptocoenia","slovenica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",64
1516,"Saudi Arabia","46.25","24.93",157.3,163.5,"Cryptocoenia","slovenica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",32
1517,"Saudi Arabia","46.25","24.93",157.3,163.5,"Cryptocoenia","wegeneri","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",32
1944,"India","69.49","23.32",163.5,168.3,"Cryptocoenia","wegeneri","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",48
1609,"United States","-117.4","39.6",237,242,"Cuifastraea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",40
1174,"Austria","13.6833","47.4667",208.5,228,"Cuifastraea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",6
1175,"Austria","13.6833","47.4667",208.5,228,"Cuifastraea","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",6
1229,"Austria","13.87","47.46",201.3,208.5,"Cuifastraea","arthaberi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1230,"Austria","13.87","47.46",201.3,208.5,"Cuifastraea","arthaberi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1228,"Austria","13.87","47.46",201.3,208.5,"Cuifastraea","arthaberi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1735,"North America","-116.7728","45.10934",201.3,237,"Cuifastraea","granulata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",45
1303,"Slovenia","14.471798","45.928371",182.7,190.8,"Cuifastraea","lopatensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",17
1413,"Austria","13.87","47.46",208.5,214,"Cuifia","","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",24
1412,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
2897,"Iran","52.027778","33.069444",201.3,208.5,"Cuifia","columnaris","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",95
1407,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
1411,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
1409,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
1406,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
1410,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
1408,"Austria","13.87","47.46",208.5,214,"Cuifia","columnaris","Coloniality","Morphological","solitary and colonial","text","expert_opinion","Observation_field_or_laboratory",24
1403,"Austria","13.87","47.46",201.3,228,"Cuifia","marmorea","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",24
1074,"Global","NULL","NULL",208.5,228,"Cuifia","marmorea","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",14
1405,"Austria","13.87","47.46",201.3,228,"Cuifia","marmorea","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",24
1404,"Austria","13.87","47.46",201.3,228,"Cuifia","marmorea","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",24
1086,"Austria","13.6833\t","47.4667",201.3,228,"Cuifia","marmorea","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",6
1402,"Austria","13.87","47.46",201.3,228,"Cuifia","marmorea","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",24
747,"Global","NULL","NULL",66,72.1,"Cunnolites","angiostoma","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
238,"Global","NULL","NULL",56,86.3,"Cunnolites","cancellata","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
241,"Global","NULL","NULL",66,100.5,"Cunnolites","giganteus","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
242,"Global","NULL","NULL",56,113,"Cunnolites","polymorphus","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
240,"Global","NULL","NULL",56,100.5,"Cunnolites","scutellum","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
239,"Global","NULL","NULL",56,86.3,"Cunnolites","tenuiradiata","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
772,"United States","-117.99","38.36",208.5,230,"Curtoseris","dunlapcanyonae","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",12
732,"Kazakhstan","66.9237° E","48.0196° N",66,72.1,"Cyathoceras","embaensis","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
733,"Kazakhstan","66.9237° E","48.0196° N",66,72.1,"Cyathoceras","mangyschlagensis","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
1540,"Poland","17.2","51.6",242,247.2,"Cyathocoenia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",34
1438,"Poland","20.02","49.22",201.3,208.5,"Cyathocoenia","alpina","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",26
1741,"North America","-116.7728","45.10934",201.3,237,"Cyathocoenia","gerthi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",45
1740,"North America","-116.7728","45.10934",201.3,237,"Cyathocoenia","paradoxa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",45
2417,"Bulgaria","22.75","42.84",145,152.1,"Cyathophora","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2418,"Bulgaria","22.75","42.84",132.9,139.8,"Cyathophora","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2416,"Bulgaria","22.75","42.84",132.9,139.8,"Cyathophora","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2419,"Bulgaria","22.75","42.84",132.9,139.8,"Cyathophora","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2111,"Italy","13.8","41.8",145,157.3,"Cyathophora","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
1758,"Iran","59.828889","36.175556",111,125,"Cyathophora","bourgueti","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
1757,"Iran","59.828889","36.175556",111,125,"Cyathophora","bourgueti","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
2110,"Italy","13.8","41.8",145,157.3,"Cyathophora","bourgueti","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
2020,"India","69.8","23.9",168.3,170.3,"Cyathophora","bourgueti","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",51
2494,"Venezuela","-63.919722","10.250556",100.5,145,"Cyathophora","hedbergi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",71
2112,"Italy","13.8","41.8",145,152.1,"Cyathophora","parva","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
191,"Global","NULL","NULL",33.9,86.3,"Cyathoseris","catadupensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
192,"Global","NULL","NULL",28.1,72.1,"Cyathoseris","formosa","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
2596,"Indonesia","135.52","-3.6",0,5.3,"Cyathoseris","tayamai","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",76
1032,"Austria","13.87","47.46",0,999,"Cyclophyllia","cyclica","Coloniality","Morphological","colonial","text","expert_opinion","observation_laboratory",15
1031,"Austria","13.87","47.46",0,999,"Cyclophyllia","cyclica","Coloniality","Morphological","colonial","text","expert_opinion","observation_laboratory",15
1033,"Austria","13.87","47.46",201.3,204,"Cyclophyllia","major","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",15
1035,"Austria","13.87","47.46",201.3,204,"Cyclophyllia","major","Coloniality","Morphological","colonial","text","expert_opinion","observation_laboratory",15
1034,"Austria","13.87","47.46",201.3,204,"Cyclophyllia","major","Coloniality","Morphological","colonial","text","expert_opinion","observation_laboratory",15
2290,"Switzerland","9","47",139.8,145,"Cycloria","mariscali","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
155,"Jamaica","-77.297508","18.109581",66,83.6,"Cycloseris","wellsi","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
813,"Romania","28.99","46.88",152.1,157.3,"Cylindrosmilia","cylindrata","Coloniality","Morphological","solitary","text","expert_opinion","observation_laboratory",13
142,"Global","NULL","NULL",66,83.6,"Dasmosmilia","kochii","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
135,"Global","NULL","NULL",66,83.6,"Deltocyathus","complanatus","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
729,"Global","NULL","NULL",66,72.1,"Deltocyathus","cupuliformis","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
730,"Global","NULL","NULL",56,66,"Deltocyathus","whitei","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
794,"Somalia","46.199616","5.152149",47.8,59.2,"Dendracis","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",11
2503,"Venezuela","-64.48","10.261389",100.5,145,"Dendraraea","anzoateguensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",71
766,"France","5.3541","45.9631",168.3,170.3,"Dendraraea","dendroidea","Coloniality","Morphological","colonial","text","expert_opinion","observation_field",10
1835,"Slovakia","18.11","49.02",157.3,163.5,"Dendraraea","dendroidea","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",47
2239,"France","-0.35","49.31",166.1,168.3,"Dendrastrea","dissimilis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",60
120,"Global","NULL","NULL",47.8,66,"Dendrophyllia","candelabrum","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
120,"Global","NULL","NULL",47.8,66,"Dendrophyllia","candelabrum","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
121,"Global","NULL","NULL",33.9,72.1,"Dendrophyllia","dendrophylloides","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
2338,"Bulgaria","22.75","42.84",132.9,139.8,"Dermoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2337,"Bulgaria","22.75","42.84",145,152.1,"Dermoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2584,"Switzerland","8.3","46.966667",120,125,"Dermoseris","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",70
2336,"Bulgaria","22.75","42.84",145,152.1,"Dermoseris","delgadoi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2335,"Bulgaria","22.75","42.84",132.9,139.8,"Dermoseris","delgadoi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
1644,"Poland","21","51.2",145,164.5,"Dermosmilia","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",41
2190,"Italy","13.8","41.8",145,157.3,"Dermosmilia","","Coloniality","Morphological","solitary or colonial","text","expert_opinion","Observation_field_or_laboratory",54
2307,"Austria","9","47",139.8,145,"Dermosmilia","capitata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
1813,"Iran","59.828889","36.175556",111,125,"Dermosmilia","cretacica","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",44
2189,"Italy","13.8","41.8",145,157.3,"Dermosmilia","laxata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",54
2308,"Austria","9","47",139.8,145,"Dermosmilia","simplex","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",63
295,"Global","NULL","NULL",66,86.3,"Dermosmiliopsis","orbignyi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
296,"Global","NULL","NULL",66,93.9,"Dermosmiliopsis","tenuicosta","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
